ulasan_asli;kategori;preprocessed_text;tokens_count
meja yang saya tempati masih kotor bekas pelanggan sebelumnya saat saya datang, saya sampai tidak mau kembali lagi ke sini. harus minta pelayan untuk membersihkannya dulu. seharusnya meja langsung dibersihkan setelah tamu pergi;suasana;meja tempat kotor bekas langgan belum datang tidak mau sini minta layan bersih dulu meja langsung bersih tamu pergi;19
setiap kali saya datang ke kafe ini selalu saja order saya sudah setengah jam lebih tapi belum juga diantar, waktu saya tanya ke pelayan katanya masih diproses. masalah lainnya adalah pembayaran menggunakan qris sering error di kasir meine welt, saya harus mencoba berkali-kali baru berhasil;pelayanan;kali datang kafe selalu order tengah jam lebih belum antar waktu tanya layan kata proses masalah lain bayar guna qris sering error kasir meine welt coba kali kali baru hasil;30
hari ini pengalaman saya sangat buruk karena beef teriyaki yang saya pesan dagingnya kurang empuk dan keras saat dikunyah, padahal saya sudah reservasi sebelumnya. bumbunya juga tidak meresap sempurna. untuk menu premium seperti ini kualitasnya sangat mengecewakan. saya sangat kecewa dengan pengalaman ini. ironisnya mungkin perlu mengganti supplier bahan baku yang lebih baik;produk;hari alam sangat buruk beef teriyaki pesan daging kurang empuk keras kunyah padahal reservasi belum bumbu tidak resap sempurna menu premium kualitas sangat kecewa sangat kecewa alam ironis mungkin perlu ganti supplier bahan baku lebih baik;36
pelayan sangat lambat melayani pesanan saya, padahal kafe sedang tidak ramai sama sekali.. ditambah lagi nunggu makanan lama banget sampai bosan, teman saya sudah selesai makan tapi pesanan saya belum datang juga.. mohon segera diperbaiki demi kenyamanan semua pelanggan. saya juga merasa saya harap pihak kafe bisa mengevaluasi kinerja stafnya;pelayanan;layan sangat lambat layan pesan padahal kafe sedang tidak ramai sama sekali tambah tunggu makan lama sangat bosan teman selesai makan pesan belum datang mohon segera baik nyaman semua langgan rasa harap pihak kafe evaluasi kerja staf;37
aC di kafe ini kurang dingin apalagi saat siang hari, padahal saya sudah reservasi sebelumnya. rasanya gerah sekali duduk di dalam. seharusnya AC dirawat secara berkala supaya pelanggan tetap merasa nyaman saat berkunjung. bukan hanya itu saja, saya harap manajemen kafe memperhatikan kenyamanan pelanggan;suasana;ac kafe kurang dingin siang hari padahal reservasi belum rasa gerah sekali duduk ac rawat kala langgan tetap rasa nyaman kunjung bukan harap manajemen kafe perhati nyaman langgan;28
kemarin saat saya berkunjung, kasir salah menghitung kembalian uang saya, untung saya sadar dan langsung meminta ketidak cukupannya. ditambah lagi pesanan makanan saya datangnya benar-benar lama padahal teman saya yang pesan bersamaan sudah dapat duluan. dan menurut saya tolong tingkatkan kualitas pelayanan kafe ini;pelayanan;kemarin kunjung kasir salah hitung kembali uang untung sadar langsung minta tidak cukup tambah pesan makan datang benar benar lama padahal teman pesan sama duluan tingkat kualitas layan kafe;29
meja yang saya tempati masih tidak higienis bekas pelanggan sebelumnya saat saya datang, padahal saya sudah jadi pelanggan tetap di sini.. bukan cuma itu, wifi di kafe mati total hari ini dan tidak ada penjelasan dari staf kapan akan diperbaiki. harus minta pelayan untuk membersihkannya dulu.;suasana;meja tempat tidak higienis bekas langgan belum datang padahal jadi langgan tetap sini bukan cuma wifi kafe mati total hari tidak jelas staf kapan baik minta layan bersih dulu;29
hari ini pengalama bangetn saya sangat buruk karena ruangan kafe amat sempit dan sesak terutama saat jam ramai, padahal saya sudah reservasi sebelumnya.. pelanggan juga susah lewat karena sempitnya ruangan kafe ini. jarak antar meja terlalu dekat sehingga tidak ada privasi. yang membuat saya kesal adalah kebersihan dan kenyamanan kafe harus menjadi prioritas utama;suasana;hari pengalama bangetn sangat buruk ruang kafe sempit sesak utama jam ramai padahal reservasi belum langgan susah lewat sempit ruang kafe jarak antar meja terlalu dekat tidak privasi buat kesal bersih nyaman kafe jadi prioritas utama;36
sore tadi ketika saya mampir, teman saya juga merasakan hal yang sama. harga premium tapi kualitas pelayanan dan makanannya standar saja tidak ada yang istimewa, sangat mengecewakan. ekspektasi saya jauh lebih tinggi untuk kafe dengan harga setinggi ini. hal seperti ini tidak seharusnya terjadi di kafe;harga;sore tadi mampir teman rasa sama harga premium kualitas layan makan standar tidak istimewa sangat kecewa ekspektasi jauh lebih tinggi kafe harga setinggi tidak jadi kafe;26
saya kecewa karena pesanan saya baru datang setelah menunggu 40 menit lebih, padahal saya hanya memesan minuman saja. seharusnya tidak selama itu untuk membuat satu gelas kopi. saya berharap ada perbaikan secepatnya. yang sangat disayangkan adalah semoga kedepannya pelayanan bisa lebih baik lagi;pelayanan;kecewa pesan baru datang tunggu menit lebih padahal mes minum tidak lama buat satu gelas kopi harap baik cepat sangat sayang moga depan layan lebih baik;26
terakhir kali saya berkunjung, harga chicken katsu naik signifikan tapi porsinya malah terasa semakin mengecil dari sebelumnya, ini sangat tidak fair bagi pelanggan.. ini membuat pengalaman makan saya jadi tidak menyenangkan. menaikkan harga harusnya diikuti perbaikan porsi. bukan hanya itu saja, saya rasa perlu ada menu paket hemat untuk mahasiswa;harga;akhir kali kunjung harga chicken katsu naik signifikan porsi malah asa makin kecil belum sangat tidak fair langgan buat alam makan jadi tidak senang naik harga harus ikut baik porsi bukan rasa perlu menu paket hemat mahasiswa;37
minggu lalu waktu saya datang, menu yang saya pesan ternyata sudah habis tapi baru dikasih tahu setelah menunggu 20 menit, seharusnya pelayan memberitahu sejak awal supaya saya bisa memilih menu yang lain. parahnya kafe dengan pelayanan seperti ini sulit untuk bertahan;pelayanan;minggu lalu waktu datang menu pesan nyata habis baru kasih tahu tunggu menit layan memberitahu sejak awal pilih menu parah kafe layan sulit tahan;24
pagi ini waktu saya sarapan di kafe, ini bukan pertama kalinya terjadi.. wifi password susah didapat karena harus tanya ke pelayan berkali-kali, kadang pelayan juga tidak tahu passwordnya.. seharusnya password wifi ditempel di tempat yang mudah terlihat;suasana;pagi waktu sarap kafe bukan pertama kali jadi wifi password susah dapat tanya layan kali kali kadang layan tidak tahu passwordnya password wifi tempel tempat mudah lihat;27
saat saya datang bersama teman, meja yang saya tempati masih kotor bekas pelanggan sebelumnya saat saya datang, harus minta pelayan untuk membersihkannya dulu. ditambah lagi musik di kafe ini amat keras volumenya sampai harus berteriak untuk mengobrol dengan teman, benar-benar mengganggu kenyamanan;suasana;datang sama teman meja tempat kotor bekas langgan belum datang minta layan bersih dulu tambah musik kafe keras volume teriak obrol teman benar benar ganggu nyaman;26
seharusnya kafe meine welt menyediakan promo buy one get one atau paket combo yang lebih murah untuk. belum lagi harga makanan di kafe meine welt naik terus setiap bulan tanpa ada peningkatan kualitas sama sekali,;harga;kafe meine welt sedia promo buy one get one paket combo lebih murah belum harga makan kafe meine welt naik terus bulan tanpa tingkat kualitas sama sekali;27
sore tadi ketika saya mampir, padahal saat itu saya membawa tamu penting. chicken fillet yang saya pesan rasanya sangat tawar dan tidak ada bumbu sama sekali, seperti ayam rebus yang dikasih tepung saja tanpa ada rasa. saya juga kecewa karena carmella yang saya pesan amat encer seperti air, tidak ada body minumannya sama sekali. hal ini sangat mengganggu kenyamanan saya. bukan hanya itu saja, pengalaman ini membuat saya ragu untuk pesan menu yang sama lagi;produk;sore tadi mampir padahal bawa tamu penting chicken fillet pesan rasa sangat tawar tidak bumbu sama sekali ayam rebus kasih tepung tanpa rasa kecewa carmella pesan encer air tidak body minum sama sekali sangat ganggu nyaman bukan alam buat ragu pesan menu sama;43
standar pelayanan kafe meine welt jauh di bawah ekspektasi saya, banyak teman saya yang juga mengeluhkan hal ini. untuk kafe yang cukup terkenal seharusnya. saya juga kecewa karena kasir kurang cekatan saat memproses pembayaran saya, prosesnya sangat lambat dan saya harus menunggu lama padahal hanya bayar satu pesanan. semoga kritik saya ini bisa menjadi bahan evaluasi;pelayanan;standar layan kafe meine welt jauh bawah ekspektasi banyak teman keluh kafe cukup kenal kecewa kasir kurang cekat proses bayar proses sangat lambat tunggu lama padahal bayar satu pesan moga kritik jadi bahan evaluasi;34
bekas makanan yang jatuh di lantai tidak segera dibersihkan oleh staf kafe sehingga terlihat sangat jorok dan tidak enak dipandang. saya juga kecewa karena interior kafe sudah terlihat kusam dan butuh renovasi, cat dinding mengelupas dan beberapa hiasan sudah rusak. yang lebih parah lagi saya melihat banyak lalat berkeliaran di area makan kafe yang sangat mengganggu dan menjijikkan, ini menunjukkan kurangnya kontrol hama di kafe. sungguh mengecewakan untuk kafe sekelas meine welt;suasana;bekas makan jatuh lantai tidak segera bersih staf kafe lihat sangat jorok tidak enak pandang kecewa interior kafe lihat kusam butuh renovasi cat dinding kelupas beberapa hias rusak lebih parah lihat banyak lalat liar area makan kafe sangat ganggu jijik tunjuk kurang kontrol hama kafe sungguh kecewa kafe kelas meine welt;51
mending ke kafe lain yang harganya lebih murah tapi makanan dan minumannya lebih enak serta pelayanannya lebih ramah, kafe meine welt terlalu overpriced untuk kualitas yang diberikan. yang sangat disayangkan adalah seharusnya harga sebanding dengan kualitas yang diberikan;harga;mending kafe harga lebih murah makan minum lebih enak layan lebih ramah kafe meine welt terlalu mahal kualitas beri sangat sayang harga banding kualitas beri;25
pelayan di kafe ini sangat tidak ramah, tidak ada senyum sama sekali dan terkesan tidak peduli dengan pelanggan. tidak hanya itu, order saya sudah setengah jam lebih tapi belum juga diantar, waktu saya tanya ke pelayan katanya masih diproses;pelayanan;layan kafe sangat tidak ramah tidak senyum sama sekali kes tidak peduli langgan tidak order tengah jam lebih belum antar waktu tanya layan kata proses;25
harga segelas kopi di kafe ini bisa buat makan siang lengkap di tempat lain. ditambah lagi tidak ada program diskon atau reward untuk pelanggan setia yang sudah sering berkunjung ke kafe meine welt, padahal saya sudah berkali-kali datang dan membeli;harga;harga gelas kopi kafe buat makan siang lengkap tempat tambah tidak program diskon reward langgan setia sering kunjung kafe meine welt padahal kali kali datang beli;26
waktu saya mau mengerjakan tugas di sini, toilet kafe meine welt kurang bersih dan berbau tidak sedap, sabun cuci tangan juga habis tidak diisi ulang. kebersihan toilet sangat penting karena mencerminkan standar kebersihan kafe. mohon segera diperbaiki demi kenyamanan semua pelanggan. lebih parahnya lagi sangat disayangkan lokasi bagus tapi fasilitas mengecewakan;suasana;waktu mau kerja tugas sini toilet kafe meine welt kurang bersih bau tidak sedap sabun cuci tangan habis tidak isi ulang bersih toilet sangat penting cermin standar bersih kafe mohon segera baik nyaman semua langgan lebih parah sangat sayang lokasi bagus fasilitas kecewa;43
pelayan sangat cuek dan tidak peduli sama pelanggan, saya harus memanggil berkali-kali baru ada yang menghampiri meja saya. seharusnya mereka lebih proaktif memperhatikan tamu. ini bukan pertama kalinya saya mengalami hal seperti ini;pelayanan;layan sangat cuek tidak peduli sama langgan panggil kali kali baru hampir meja lebih proaktif perhati tamu bukan pertama kali alami;21
terakhir kali saya berkunjung, ini sangat merusak mood saya hari itu. meja yang saya tempati masih kotor bekas pelanggan sebelumnya saat saya datang, harus minta pelayan untuk membersihkannya dulu. saya juga kecewa karena toilet di kafe cuma satu dan antriannya selalu panjang terutama saat jam ramai, sangat tidak nyaman harus menunggu lama. saya jadi berpikir dua kali untuk datang lagi;suasana;akhir kali kunjung sangat rusak mood hari meja tempat kotor bekas langgan belum datang minta layan bersih dulu kecewa toilet kafe cuma satu antri selalu panjang utama jam ramai sangat tidak nyaman tunggu lama jadi pikir kali datang;38
saya tidak puas karena pesanan saya baru datang setelah menunggu 40 menit lebih, padahal saya hanya memesan minuman saja. ditambah lagi tidak akan datang lagi ke kafe ini kalau pelayanannya masih seperti ini, benar-benar mengecewakan dan membuang waktu. parahnya harusnya ada pelatihan pelayanan untuk semua staf;pelayanan;tidak puas pesan baru datang tunggu menit lebih padahal mes minum tambah tidak datang kafe kalau layan benar benar kecewa buang waktu parah harus latih layan semua staf;28
pas saya lagi istirahat siang di kafe, saya kecewa karena pesanan saya baru datang setelah menunggu 40 menit lebih, padahal saya hanya memesan minuman saja dan pelayan sangat cuek dan tidak peduli sama pelanggan, saya harus memanggil berkali-kali baru ada yang menghampiri meja saya;pelayanan;pas istirahat siang kafe kecewa pesan baru datang tunggu menit lebih padahal mes minum layan sangat cuek tidak peduli sama langgan panggil kali kali baru hampir meja;27
interior kafe sudah terlihat kusam dan butuh renovasi, saya sampai harus komplain langsung ke manajer. cat dinding mengelupas dan beberapa hiasan sudah rusak. selain itu kebersihan kafe secara keseluruhan sangat kurang dan perlu diperhatikan serius oleh manajemen, mulai. tidak hanya itu, toilet di kafe cuma satu dan antriannya selalu panjang terutama saat jam ramai, sangat tidak nyaman harus menunggu lama. ini membuat pengalaman makan saya jadi tidak menyenangkan;suasana;interior kafe lihat kusam butuh renovasi komplain langsung manajer cat dinding kelupas beberapa hias rusak bersih kafe seluruh sangat kurang perlu perhati serius manajemen mulai tidak toilet kafe cuma satu antri selalu panjang utama jam ramai sangat tidak nyaman tunggu lama buat alam makan jadi tidak senang;47
saat saya masuk kafe tidak ada sambutan sama sekali dari staf, ini sangat merusak mood saya hari itu.. pelayanan sangat buruk.. saya jadi berpikir dua kali untuk datang lagi. saya harus mencari meja sendiri dan menunggu lama sampai ada pelayan yang menghampiri.;pelayanan;masuk kafe tidak sambut sama sekali staf sangat rusak mood hari layan sangat buruk jadi pikir kali datang cari meja sendiri tunggu lama layan hampir;25
